City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
288,zhengjiatun,43.5064,123.5064,20.67,97,100,6.75,CN,1690042207
289,mossel bay,-34.1831,22.146,11.96,70,26,0.74,ZA,1690042310
290,san pedro pochutla,15.7333,-96.4667,33.73,55,83,1.03,MX,1690042316
291,kavieng,-2.5744,150.7967,27.67,78,99,1.61,PG,1690042316
292,maunabo,18.0072,-65.8993,34.15,81,5,4.51,PR,1690042316
293,nadi,-17.8,177.4167,18.0,94,20,3.6,FJ,1690042316
294,glarus,47.0406,9.068,24.71,16,63,0.93,CH,1690042316
295,khartoum,15.5518,32.5324,38.79,24,81,7.71,SD,1690042316
296,hammerfest,70.6634,23.6821,14.25,67,73,8.75,NO,1690042317
297,gonabad,34.3529,58.6837,30.65,13,0,8.6,IR,1690042317
298,srandakan,-7.9386,110.2506,22.73,91,40,2.88,ID,1690042317
299,codrington,-38.2667,141.9667,10.77,88,100,7.84,AU,1690042317
300,georgetown,5.4112,100.3354,28.96,84,20,0.51,MY,1690042105
301,nova sintra,14.8667,-24.7167,23.06,78,20,8.82,CV,1690042317
302,fortuna,40.5982,-124.1573,14.81,96,40,0.0,US,1690042318
303,timbuktu,16.7735,-3.0074,39.61,23,52,2.02,ML,1690042318
304,sonoita,31.85,-112.8333,34.91,29,34,1.42,MX,1690042318
305,flying fish cove,-10.4217,105.6791,24.82,88,100,5.14,CX,1690042318
306,strezhevoy,60.7333,77.5889,19.91,67,96,2.53,RU,1690042318
307,krasnozerskoye,53.9828,79.2374,15.71,89,100,4.52,RU,1690042318
308,mount gambier,-37.8333,140.7667,9.81,68,99,3.85,AU,1690042319
309,bobo-dioulasso,11.1771,-4.2979,23.25,94,20,2.57,BF,1690042319
310,alaghsas,17.0187,8.0168,38.95,20,34,1.77,NE,1690042319
311,qui nhon,13.7667,109.2333,27.39,78,100,1.41,VN,1690042319
312,faranah,10.0404,-10.7434,27.74,73,90,2.37,GN,1690042319
313,dwarka,22.2394,68.9678,28.2,87,100,6.01,IN,1690042319
314,mitsamiouli,-11.3847,43.2844,25.57,75,96,5.11,KM,1690042320
315,polyarnyy,69.1989,33.4478,10.06,82,87,7.52,RU,1690042320
316,assab,13.0092,42.7394,33.19,64,80,6.74,ER,1690042320
317,grand falls-windsor,48.9332,-55.6649,25.84,77,100,3.13,CA,1690042320
318,novomoskovs'k,48.6167,35.2,24.1,43,98,2.53,UA,1690042320
319,sitia,35.2,26.0986,33.32,58,0,4.95,GR,1690042320
320,luderitz,-26.6481,15.1594,14.55,59,100,4.31,NA,1690042321
321,kon tum,14.35,108.0,21.93,97,96,0.78,VN,1690042321
322,cururupu,-1.8283,-44.8683,31.06,45,28,3.74,BR,1690042321
323,carbondale,37.7273,-89.2168,26.7,65,40,3.6,US,1690042321
324,borogontsy,62.6683,131.1683,12.06,81,34,2.67,RU,1690042321
325,okakarara,-20.5833,17.4333,25.46,20,1,4.04,NA,1690042321
326,nemuro,43.3236,145.575,14.78,96,99,4.75,JP,1690042322
327,aral,40.5156,81.2636,34.12,18,99,6.42,CN,1690042322
328,rongelap,11.1635,166.8941,28.08,79,97,7.63,MH,1690042310
329,mahuta,-10.8667,39.45,21.59,77,100,2.5,TZ,1690042322
330,el obeid,13.1842,30.2167,32.08,44,99,6.47,SD,1690042322
331,nadym,65.5333,72.5167,21.44,68,44,2.47,RU,1690042322
332,nova vicosa,-17.8919,-39.3719,23.82,74,47,4.62,BR,1690042323
333,chui,-33.6971,-53.4616,23.47,65,100,7.01,UY,1690042323
334,buka,40.8108,69.1986,30.81,18,0,2.28,UZ,1690042323
335,saint-francois,46.4154,3.9054,27.69,32,0,4.12,FR,1690042323
336,newman,37.3138,-121.0208,29.6,12,37,2.18,US,1690042324
337,lensk,60.7253,114.9278,18.63,74,0,1.68,RU,1690042324
338,dawei,14.0833,98.2,25.11,95,100,1.63,MM,1690042324
339,cidreira,-30.1811,-50.2056,20.89,72,99,4.73,BR,1690042324
340,guozhen,34.3659,107.359,27.28,56,45,1.07,CN,1690042324
341,asha,54.9973,57.2722,20.66,72,65,4.92,RU,1690042325
342,marka,1.7159,44.7717,25.0,86,100,6.48,SO,1690042325
343,sanya,18.2431,109.505,26.78,89,0,2.08,CN,1690042325
344,quirihue,-36.2833,-72.5333,11.6,70,23,3.74,CL,1690042325
345,rockland,41.1668,-74.0496,27.69,58,8,1.34,US,1690042325
346,alice springs,-23.7,133.8833,2.75,75,0,2.57,AU,1690042331
347,east london,-33.0153,27.9116,20.52,45,0,4.12,ZA,1690042290
348,kerikeri,-35.2268,173.9474,10.51,93,100,3.7,NZ,1690042332
349,olinda,-8.0089,-34.8553,27.85,69,40,5.66,BR,1690042332
350,ulladulla,-35.35,150.4667,7.89,78,0,2.59,AU,1690042332
351,barkot,30.8167,78.2,22.05,90,90,1.24,IN,1690042332
352,longgang,37.6508,120.3286,24.09,86,0,2.52,CN,1690042333
353,khandyga,62.6667,135.6,11.57,95,2,0.16,RU,1690042333
354,julio de castilhos,-29.2269,-53.6817,22.47,68,90,8.23,BR,1690042333
355,hailar,49.2,119.7,16.56,95,100,3.65,CN,1690042333
356,kyabe,9.4515,18.9449,30.63,57,70,3.17,TD,1690042333
357,notodden,59.5594,9.2585,17.51,77,88,0.92,NO,1690042333
358,arona,28.0996,-16.681,25.29,55,20,10.8,ES,1690042333
359,zhezqazghan,47.7833,67.7667,29.51,19,47,3.58,KZ,1690042334
360,nuevitas,21.5453,-77.2644,30.73,62,40,3.93,CU,1690042334
361,kavaratti,10.5669,72.642,28.11,82,72,8.89,IN,1690042334
362,vadso,70.0744,29.7487,9.49,81,100,8.23,NO,1690042334
363,tsiombe,-25.3,45.4833,21.18,72,64,5.38,MG,1690042334
364,guayaramerin,-10.8368,-65.3614,34.79,27,0,1.49,BO,1690042334
365,oyama,36.3,139.8,27.55,73,26,1.32,JP,1690042335
366,nuku'alofa,-21.1333,-175.2,20.19,100,75,1.54,TO,1690042335
367,niquero,20.0431,-77.5828,30.4,70,31,1.93,CU,1690042335
368,ghadamis,30.1337,9.5007,42.07,6,0,7.29,LY,1690042335
369,upington,-28.4478,21.2561,23.21,21,0,3.09,ZA,1690042335
370,lang suan,9.9456,99.0785,24.02,93,100,2.97,TH,1690042144
371,kuressaare,58.2481,22.5039,20.57,60,74,3.6,EE,1690042335
372,el maamoura,36.465,10.8061,34.14,57,5,5.29,TN,1690042336
373,diapaga,12.0708,1.7889,30.1,58,91,4.12,BF,1690042336
374,haiku-pauwela,20.9219,-156.3051,25.02,86,40,6.17,US,1690042336
375,alofi,-19.0595,-169.9187,24.21,78,32,5.77,NU,1690042336
376,khvansar,33.2205,50.315,27.97,16,72,1.42,IR,1690042336
377,bodo,67.28,14.405,14.41,92,75,3.13,NO,1690042336
378,iskateley,67.6803,53.1512,15.0,91,93,6.03,RU,1690042337
379,yreka,41.7354,-122.6345,25.82,36,0,0.0,US,1690042192
380,kulhudhuffushi,6.6221,73.07,28.14,81,90,6.31,MV,1690042337
381,zeya,53.75,127.2667,17.0,67,96,1.75,RU,1690042337
382,machico,32.7,-16.7667,26.18,71,40,6.69,PT,1690042337
383,ghat,24.9647,10.1728,39.89,8,0,3.32,LY,1690042337
384,ta`u,-14.2336,-169.5144,27.14,80,65,3.79,AS,1690042337
385,revda,56.801,59.9303,15.34,96,38,3.09,RU,1690042338
386,al jubayl,27.0112,49.6583,34.42,53,43,1.55,SA,1690042067
387,fale old settlement,-9.3852,-171.2468,28.21,75,6,3.1,TK,1690042338
388,hanzhong,33.0728,107.0303,25.38,82,88,1.19,CN,1690042338
389,dunedin,-45.8742,170.5036,9.33,95,100,5.36,NZ,1690042338
390,agat village,13.3886,144.6585,28.31,90,0,1.54,GU,1690042338
391,luebo,-5.35,21.4167,34.35,22,18,1.01,CD,1690042339
392,kampung sungai ara,5.327,100.2735,28.95,84,20,0.51,MY,1690042339
393,inongo,-1.95,18.2667,25.8,54,75,1.27,CD,1690042339
394,goure,13.9835,10.2704,35.92,29,34,2.26,NE,1690042339
395,terracina,41.2863,13.2217,32.97,63,40,3.62,IT,1690042339
396,stevenage,51.9022,-0.2026,15.67,94,100,6.17,GB,1690042339
397,mount pearl,47.5166,-52.7813,27.19,65,20,7.72,CA,1690042340
398,kupang,-10.1667,123.5833,23.64,76,57,4.82,ID,1690042340
399,island harbour,50.724,-1.2758,16.75,92,100,5.81,GB,1690042340
400,tenenkou,14.4572,-4.9169,35.42,37,62,1.79,ML,1690042340
401,yerofey pavlovich,53.9667,121.9667,15.26,76,100,1.9,RU,1690042340
402,lethbridge,49.7,-112.8186,23.54,53,40,2.57,CA,1690042340
403,jhelum,32.9331,73.7264,26.88,80,99,1.91,PK,1690042341
404,tangalle,6.024,80.7911,28.09,86,88,5.12,LK,1690042341
405,itoman,26.1247,127.6694,29.11,83,75,5.14,JP,1690042341
406,palang,23.2167,90.35,28.37,84,94,4.89,BD,1690042341
407,cestos city,5.46,-9.5828,26.6,76,76,5.5,LR,1690042341
408,crane,31.3974,-102.3501,29.63,43,100,4.28,US,1690042341
409,letterkenny,54.95,-7.7333,17.94,98,100,1.47,IE,1690042341
410,sechura,-5.5569,-80.8222,25.31,61,8,4.59,PE,1690042342
411,nogliki,51.8333,143.1667,16.32,90,98,5.9,RU,1690042342
412,hotan,37.0997,79.9269,31.99,19,90,1.19,CN,1690042342
413,nacala,-14.5428,40.6728,23.49,70,12,5.48,MZ,1690042342
414,merizo village,13.2658,144.6691,28.1,94,57,4.68,GU,1690042342
415,gangapur,26.4833,76.7167,33.03,52,94,4.64,IN,1690042342
416,manokwari,-0.8667,134.0833,25.49,84,98,1.78,ID,1690042343
417,north bondi,-33.8824,151.2769,9.98,84,13,4.12,AU,1690042343
418,kismayo,-0.3582,42.5454,25.18,84,100,6.47,SO,1690042228
419,suoyarvi,62.0833,32.35,12.13,97,100,3.81,RU,1690042343
420,mhangura,-16.8939,30.1683,20.51,42,47,3.75,ZW,1690042343
421,kafue,-15.7691,28.1814,21.04,43,0,3.52,ZM,1690042343
422,elimaki,60.7167,26.4667,21.17,53,100,2.43,FI,1690042344
423,alto araguaia,-17.3147,-53.2153,29.08,30,0,5.18,BR,1690042344
424,faya-largeau,17.9257,19.1043,43.16,13,55,2.64,TD,1690042344
425,caleta de carquin,-11.0925,-77.6267,21.24,72,31,4.05,PE,1690042344
426,eenhana,-17.4667,16.3333,28.81,17,43,1.75,NA,1690042344
427,micheweni,-4.9667,39.8333,24.95,82,19,5.15,TZ,1690042344
428,kailua-kona,19.6406,-155.9956,27.0,83,75,2.06,US,1690042331
429,anar darah,32.7587,61.654,34.27,12,0,14.32,AF,1690042345
430,sao vicente,-23.9631,-46.3919,24.1,64,0,2.63,BR,1690042201
431,kurkino,53.4257,38.6582,18.55,68,100,3.07,RU,1690042345
432,zaozersk,69.4005,32.4476,9.53,83,99,7.89,RU,1690042345
433,lerwick,60.1545,-1.1494,15.0,74,11,4.11,GB,1690042232
434,arraial do cabo,-22.9661,-42.0278,20.92,83,75,6.69,BR,1690042345
435,nar'yan-mar,67.6713,53.087,14.77,91,93,6.14,RU,1690042346
436,bowen,-20.0167,148.2333,19.04,77,36,2.03,AU,1690042346
437,sao lourenco do sul,-31.3653,-51.9783,22.35,74,83,4.96,BR,1690042346
438,ocher,57.8904,54.7202,15.12,90,36,2.59,RU,1690042346
439,makarov,48.6333,142.8,17.32,91,100,3.95,RU,1690042346
440,inhambane,-23.865,35.3833,20.99,73,20,2.06,MZ,1690042346
441,riasi,33.0833,74.8333,25.84,81,100,2.08,IN,1690042347
442,waddan,29.1614,16.139,40.65,9,0,6.39,LY,1690042347
443,elliot lake,46.3834,-82.6331,22.78,37,16,1.69,CA,1690042093
444,fontanelas,38.8472,-9.4372,28.17,64,20,12.86,PT,1690042347
445,horta,38.5333,-28.6333,23.9,84,40,2.06,PT,1690042347
446,laguna,38.421,-121.4238,32.76,48,0,0.0,US,1690042155
447,bayramaly,37.6185,62.1671,33.16,15,0,5.32,TM,1690042347
448,lamu,-2.2717,40.902,25.12,83,24,5.63,KE,1690042348
449,arusha,-3.3667,36.6833,20.22,46,0,3.94,TZ,1690042348
450,lautoka,-17.6167,177.4667,17.92,94,20,3.6,FJ,1690042349
451,kangding,30.0513,101.9603,15.26,92,43,1.07,CN,1690042350
452,altai,46.3722,96.2583,15.04,53,70,2.7,MN,1690042350
453,kutum,14.2,24.6667,35.35,16,90,5.86,SD,1690042350
454,el charco,2.4769,-78.1105,30.73,68,34,1.53,CO,1690042350
455,dolinsk,47.35,142.8,17.97,83,100,4.18,RU,1690042350
456,sao joao da barra,-21.6403,-41.0511,23.05,68,7,3.4,BR,1690042240
457,kilindoni,-7.9139,39.6668,25.28,80,21,6.13,TZ,1690042351
458,iola,37.9245,-95.4,28.55,53,0,2.06,US,1690042351
459,aykhal,66.0,111.5,19.06,54,79,4.41,RU,1690042351
460,ingeniero guillermo n. juarez,-23.9,-61.85,33.31,23,2,11.28,AR,1690042302
461,mar del plata,-38.0023,-57.5575,12.19,94,100,4.92,AR,1690042215
462,ternate,0.8,127.4,27.0,79,100,2.97,ID,1690042351
463,saint-philippe,-21.3585,55.7679,21.77,83,65,6.86,RE,1690042352
464,vondrozo,-22.8167,47.2833,15.8,95,98,0.99,MG,1690042352
465,curuzu cuatia,-29.7917,-58.0546,27.6,46,95,12.0,AR,1690042256
466,urangan,-25.3,152.9,15.43,72,0,3.72,AU,1690042352
467,gallup,35.5281,-108.7426,27.91,30,0,4.63,US,1690042352
468,petropavlovka,50.6114,105.3196,14.86,82,78,1.23,RU,1690042352
469,torbat-e jam,35.244,60.6225,30.23,16,0,8.29,IR,1690042353
470,gbarnga,6.9956,-9.4722,25.35,91,71,2.4,LR,1690042353
471,lengshuitan,26.4111,111.5956,28.32,78,61,2.82,CN,1690042353
472,yoro,15.1333,-87.1333,26.29,73,75,3.09,HN,1690042353
473,shingu,33.7333,135.9833,23.31,92,3,1.7,JP,1690042353
474,cabo san lucas,22.8909,-109.9124,35.34,58,0,1.54,MX,1690042353
475,colonia,50.9333,6.95,26.09,32,0,5.14,DE,1690042354
476,puerto aysen,-45.4,-72.7,4.24,84,82,1.79,CL,1690042354
477,otaci,48.43,27.7939,27.16,42,24,7.13,MD,1690042354
478,nandu,22.8525,110.8233,26.57,89,91,1.59,CN,1690042354
479,atlantis,-33.5667,18.4834,14.16,74,20,2.06,ZA,1690042354
480,mukalla,14.5425,49.1242,34.15,46,41,7.8,YE,1690042354
481,hun,29.1268,15.9477,40.83,9,0,6.67,LY,1690042355
482,alta,69.9689,23.2717,17.59,66,75,4.47,NO,1690042355
483,salina cruz,16.1667,-95.2,31.67,55,53,4.46,MX,1690042355
484,kamloops,50.6665,-120.3192,24.55,44,20,2.06,CA,1690042233
485,rakops,-21.0167,24.3333,20.71,41,0,3.29,BW,1690042355
486,coxen hole,16.3244,-86.5366,29.6,79,20,7.2,HN,1690042355
487,selfoss,63.9331,-20.9971,15.58,71,98,3.25,IS,1690042355
488,jayapura,-2.5333,140.7,25.66,87,52,0.35,ID,1690042356
489,la sierpe,2.8518,-77.6155,30.07,69,29,1.68,CO,1690042356
490,kataba,13.9833,44.3833,23.6,53,97,3.4,YE,1690042356
491,ola,59.5833,151.2833,13.97,97,100,1.42,RU,1690042356
492,lugazi,0.3772,32.9197,20.85,62,72,1.69,UG,1690042356
493,caluula,11.9661,50.7569,29.95,67,69,2.4,SO,1690042357
494,beipiao,41.7919,120.7792,20.15,93,100,2.41,CN,1690042357
495,carnarvon,-24.8667,113.6333,16.81,34,0,6.54,AU,1690042357
496,gaalkacyo,6.7697,47.4308,30.78,42,100,10.41,SO,1690042357
497,lima duarte,-21.8425,-43.7931,22.77,43,1,2.76,BR,1690042357
498,abu dhabi,24.4667,54.3667,36.06,67,0,3.09,AE,1690042248
499,cannonvale,-20.2833,148.7,20.66,74,88,2.39,AU,1690042357
500,semenov,56.7875,44.493,18.43,62,59,3.73,RU,1690042358
501,prado,-17.3411,-39.2208,24.27,74,45,4.57,BR,1690042358
502,port moresby,-9.4431,147.1797,23.68,85,95,5.67,PG,1690042200
503,enkoping,59.6361,17.0777,20.02,56,95,3.81,SE,1690042358
504,kaa-khem,51.6833,94.7333,19.04,63,74,1.53,RU,1690042358
505,horasan,40.0458,42.1728,25.81,46,14,5.43,TR,1690042358
506,callao,-12.0667,-77.15,24.29,64,100,3.09,PE,1690042359
507,manakara,-22.1333,48.0167,20.13,86,96,2.2,MG,1690042359
508,rengo,-34.4167,-70.8667,11.18,93,100,2.08,CL,1690042359
509,brookings,44.3114,-96.7984,25.21,75,62,4.24,US,1690042359
510,walvis bay,-22.9575,14.5053,12.83,63,1,5.86,NA,1690042359
511,zalingei,12.9096,23.4741,21.26,78,99,7.31,SD,1690042359
512,arraias,-12.9288,-46.9437,29.73,29,6,4.33,BR,1690042359
513,omurtag,43.1,26.4167,34.14,23,1,6.28,BG,1690042360
514,jiayuguan,39.8167,98.3,27.93,12,46,2.42,CN,1690042360
515,richards bay,-28.783,32.0377,20.02,60,0,4.99,ZA,1690042360
516,ugoofaaru,5.6667,73.0,28.21,80,91,4.87,MV,1690042360
517,albertina,-22.2008,-46.6158,23.73,36,0,2.4,BR,1690042360
518,port macquarie,-31.4333,152.9167,7.72,71,96,4.26,AU,1690042360
519,myitkyina,25.3833,97.4,26.66,89,99,0.17,MM,1690042361
520,antsiranana,-12.2787,49.2917,23.81,71,23,8.1,MG,1690042307
521,melfi,40.9965,15.6514,35.31,21,31,5.82,IT,1690042361
522,colchani,-20.3,-66.9333,9.92,21,0,3.33,BO,1690042361
523,namsos,64.4662,11.4957,14.03,82,100,2.57,NO,1690042361
524,kindu,-2.95,25.95,32.36,27,78,0.87,CD,1690042361
525,tura,25.5198,90.2201,25.11,93,91,1.78,IN,1690042361
526,khovd,48.0056,91.6419,19.09,52,43,2.63,MN,1690042362
527,plyeshchanitsy,54.4222,27.8331,14.47,90,100,2.51,BY,1690042362
528,saudarkrokur,65.7461,-19.6394,10.92,72,78,3.1,IS,1690042362
529,san andres,12.5847,-81.7006,31.01,74,20,6.17,CO,1690042362
530,hirado,33.3597,129.5531,25.77,90,100,4.94,JP,1690042362
531,tual,-5.6667,132.75,26.46,76,56,8.91,ID,1690042362
532,afaahiti,-17.75,-149.2833,21.7,69,87,4.73,PF,1690042362
533,turaif,31.6725,38.6637,35.68,12,0,7.52,SA,1690042363
534,glastonbury center,41.7009,-72.5995,27.33,62,0,5.66,US,1690042363
535,huarmey,-10.0681,-78.1522,22.56,70,9,3.71,PE,1690042363
536,balaklava,44.5,33.6,26.32,59,0,3.78,UA,1690042363
537,korla,41.7597,86.1469,31.2,23,28,3.61,CN,1690042363
538,jinka,5.65,36.65,20.15,66,100,1.38,ET,1690042363
539,macia,-25.0269,33.0989,18.06,68,8,2.4,MZ,1690042364
540,sao felix do xingu,-6.6447,-51.995,33.81,23,6,2.34,BR,1690042364
541,tosontsengel,48.7567,98.2839,12.68,79,99,1.6,MN,1690042364
542,arba minch,6.0333,37.55,20.04,75,100,1.03,ET,1690042364
543,gamba,-2.65,10.0,23.55,74,64,4.48,GA,1690042364
544,punta alta,-38.8759,-62.0736,13.93,47,100,3.96,AR,1690042190
545,west bay,19.3667,-81.4167,33.04,70,40,5.66,KY,1690042364
546,yangjiang,21.85,111.9667,26.51,87,61,1.44,CN,1690042166
547,lisala,2.15,21.5167,26.45,72,83,0.85,CD,1690042365
548,tainan,22.9908,120.2133,29.37,73,91,1.49,TW,1690042365
549,akureyri,65.6835,-18.0878,10.96,76,75,4.63,IS,1690042365
550,inirida,3.8653,-67.9239,23.55,97,99,1.26,CO,1690042365
551,lebu,-37.6167,-73.65,11.54,81,35,3.59,CL,1690042323
552,pandan,14.0453,124.1694,26.75,87,100,3.05,PH,1690042366
553,slave lake,55.2834,-114.769,18.99,82,100,2.06,CA,1690042366
554,tabuk,17.4189,121.4443,24.42,90,16,1.45,PH,1690042366
555,girvan,55.2426,-4.8555,16.0,92,100,2.9,GB,1690042366
556,mermoz boabab,14.7065,-17.4758,31.31,58,20,6.17,SN,1690042367
557,hobe sound,27.0595,-80.1364,34.99,62,75,6.17,US,1690042367
558,ribadesella,43.4614,-5.0596,22.19,79,37,3.47,ES,1690042367
559,lufkin,31.3382,-94.7291,34.91,55,0,3.6,US,1690042087
560,port douglas,-16.4833,145.4667,20.67,78,0,1.52,AU,1690042243
561,alo,7.4178,6.7371,27.2,84,98,2.32,NG,1690042367
562,ketchikan,55.3422,-131.6461,16.26,94,100,0.0,US,1690042368
563,dhrangadhra,22.9833,71.4667,29.4,78,99,2.93,IN,1690042368
564,fort stockton,30.894,-102.8793,31.03,41,0,4.63,US,1690042368
565,mangai,-4.05,19.5333,35.29,23,47,0.85,CD,1690042368
566,valdivia,-39.8142,-73.2459,9.05,90,97,1.65,CL,1690042368
567,ciudad lazaro cardenas,17.9583,-102.2,27.03,76,100,2.32,MX,1690042335
568,kuusamo,65.9667,29.1833,11.94,89,100,3.22,FI,1690042368
569,svetlyy,54.675,20.1347,20.54,64,13,6.4,RU,1690042369
570,kamina,-8.7386,24.9906,26.87,19,42,2.22,CD,1690042369
571,kayangel,8.0823,134.7173,27.93,78,100,4.39,PW,1690042369
572,zheleznodorozhnyy,55.7503,38.0042,22.75,47,100,3.74,RU,1690042369
573,zambezi,-13.5432,23.1047,28.04,21,12,3.04,ZM,1690042369
574,callaway,30.153,-85.5699,33.32,75,0,6.17,US,1690042369
575,porlamar,10.958,-63.8491,28.7,74,100,6.51,VE,1690042370
576,bahir dar,11.5936,37.3908,17.67,91,94,2.09,ET,1690042370
577,northam,51.0333,-4.2167,17.99,97,100,9.44,GB,1690042370
578,nova olimpia,-14.7972,-57.2881,34.33,17,0,3.85,BR,1690042096
